Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
JC_ironGarageDoor_PoweredPurple_NoBarricade,blocks,block,,,Purple Iron Garage Door 3x2 (Powered) (No Barricade),,Lilaes Garagentor aus Eisen 3x2 (elektrisch) (Ohne Barrikade),Puerta de garaje de hierro Púrpura 3x2 (con alimentación) (Sin Barricada),Porte de garage en fer Violethe 3x2 (alimentée) (Sans Barrière),Saracinesca di ferro per garage Viola 3x2 (elettrica) (Senza Barriera),鉄製ガレージドア 3x2（電動・紫） (バリケードなし),보라색 철제 차고 문 3x2(전원 연결됨) (방어막 없음),Żelazna brama garażowa 3 x 2 (zasilana) – Fioletowy (Bez Wzmocnienia),Portão de garagem de ferro Roxo 3x2 (energizado) (Sem Barreira),Белые железные ворота гаража 3x2 (подключ.) (Без Баррикады),Mor Demir Garaj Kapısı 3x2 (Elektrikli) (Barikat Yok),紫色铁制车库门 3x2（通电） (无障碍),紫色鐵車庫門 3x2 （電力驅動） (無障礙)
JC_ironGarageDoor_PoweredRed_NoBarricade,blocks,block,,,Red Iron Garage Door 3x2 (Powered) (No Barricade),,Rotes Garagentor aus Eisen 3x2 (elektrisch) (Ohne Barrikade),Puerta de garaje de hierro Rojo 3x2 (con alimentación) (Sin Barricada),Porte de garage en fer Rougehe 3x2 (alimentée) (Sans Barrière),Saracinesca di ferro per garage Rosso 3x2 (elettrica) (Senza Barriera),鉄製ガレージドア 3x2（電動・赤） (バリケードなし),빨간색 철제 차고 문 3x2(전원 연결됨) (방어막 없음),Żelazna brama garażowa 3 x 2 (zasilana) – Czerwony (Bez Wzmocnienia),Portão de garagem de ferro Vermelho 3x2 (energizado) (Sem Barreira),Белые железные ворота гаража 3x2 (подключ.) (Без Баррикады),Kırmızı Demir Garaj Kapısı 3x2 (Elektrikli) (Barikat Yok),红色铁制车库门 3x2（通电） (无障碍),紅色鐵車庫門 3x2 （電力驅動） (無障礙)
JC_ironGarageDoor_PoweredWhite_NoBarricade,blocks,block,,,White Iron Garage Door 3x2 (Powered) (No Barricade),,Weißes Garagentor aus Eisen 3x2 (elektrisch) (Ohne Barrikade),Puerta de garaje de hierro Blanco 3x2 (con alimentación) (Sin Barricada),Porte de garage en fer Blanche 3x2 (alimentée) (Sans Barrière),Saracinesca di ferro per garage Bianco 3x2 (elettrica) (Senza Barriera),鉄製ガレージドア 3x2（電動・白） (バリケードなし),흰색 철제 차고 문 3x2(전원 연결됨) (방어막 없음),Żelazna brama garażowa 3 x 2 (zasilana) – Biały (Bez Wzmocnienia),Portão de garagem de ferro Branco 3x2 (energizado) (Sem Barreira),Белые железные ворота гаража 3x2 (подключ.) (Без Баррикады),Beyaz Demir Garaj Kapısı 3x2 (Elektrikli) (Barikat Yok),白色铁制车库门 3x2（通电） (无障碍),白色鐵車庫門 3x2 （電力驅動） (無障礙)
JC_ironGarageDoor_PoweredYellow_NoBarricade,blocks,block,,,Yellow Iron Garage Door 3x2 (Powered) (No Barricade),,Gelbes Garagentor aus Eisen 3x2 (elektrisch) (Ohne Barrikade),Puerta de garaje de hierro Amarillo 3x2 (con alimentación) (Sin Barricada),Porte de garage en fer Jaunehe 3x2 (alimentée) (Sans Barrière),Saracinesca di ferro per garage Giallo 3x2 (elettrica) (Senza Barriera),鉄製ガレージドア 3x2（電動・黄色） (バリケードなし),노란색 철제 차고 문 3x2(전원 연결됨) (방어막 없음),Żelazna brama garażowa 3 x 2 (zasilana) – Żółty (Bez Wzmocnienia),Portão de garagem de ferro Amarelo 3x2 (energizado) (Sem Barreira),Белые железные ворота гаража 3x2 (подключ.) (Без Баррикады),Sarı Demir Garaj Kapısı 3x2 (Elektrikli) (Barikat Yok),黄色铁制车库门 3x2（通电） (无障碍),黃色鐵車庫門 3x2 （電力驅動） (無障礙)
JC_ironGarageDoor_Powered_NoBarricadeBlockVariantHelper,blocks,block,,,Iron Garage Door (Powered) (No Barricade),,Weißes Garagentor aus Eisen (elektrisch) (Ohne Barrikade),Puerta de garaje de hierro blanca (con alimentación) (Sin Barricada),Porte de garage en fer blanche (alimentée) (Sans Barrière),Saracinesca di ferro per garage bianca (elettrica) (Senza Barriera),鉄製ガレージドア （電動・白） (バリケードなし),흰색 철제 차고 문 (전원 연결됨) (방어막 없음),Żelazna brama garażowa (zasilana) – biała (Bez Wzmocnienia),Portão de garagem de ferro branco (energizado) (Sem Barreira),Белые железные ворота гаража (подключ.) (Без Баррикады),Beyaz Demir Garaj Kapısı (Elektrikli) (Barikat Yok),白色铁制车库门 （通电） (无障碍),白色鐵車庫門 （電力驅動） (無障礙)
JC_ironHatchBlack_NoBarricade,blocks,block,,,Black Iron Hatch (No Barricade),,Schwarze Eisenklappe (Ohne Barrikade),Escotilla de hierro Negro (Sin Barricada),Trappe en fer Noirhe (Sans Barrière),Botola di ferro Nero (Senza Barriera),鉄製ハッチ（黒） (バリケードなし),검은색 철제 해치 (방어막 없음),Żelazny właz – Czarny (Bez Wzmocnienia),Alçapão de ferro Preto (Sem Barreira),Чёрный железная крышка люка (Без Баррикады),Siyah Demir Kapak (Barikat Yok),黑色铁闸门 (无障碍),黑色鐵艙蓋 (無障礙)
JC_ironHatchBlue_NoBarricade,blocks,block,,,Blue Iron Hatch (No Barricade),,Blaue Eisenklappe (Ohne Barrikade),Escotilla de hierro Azul (Sin Barricada),Trappe en fer Bleuhe (Sans Barrière),Botola di ferro Blu (Senza Barriera),鉄製ハッチ（青） (バリケードなし),파란색 철제 해치 (방어막 없음),Żelazny właz – Niebieski (Bez Wzmocnienia),Alçapão de ferro Azul (Sem Barreira),Синий железная крышка люка (Без Баррикады),Mavi Demir Kapak (Barikat Yok),蓝色铁闸门 (无障碍),藍色鐵艙蓋 (無障礙)
JC_ironHatchBrown_NoBarricade,blocks,block,,,Brown Iron Hatch (No Barricade),,Braune Eisenklappe (Ohne Barrikade),Escotilla de hierro Marrón (Sin Barricada),Trappe en fer Marronhe (Sans Barrière),Botola di ferro Marrone (Senza Barriera),鉄製ハッチ（茶色） (バリケードなし),갈색 철제 해치 (방어막 없음),Żelazny właz – Brązowy (Bez Wzmocnienia),Alçapão de ferro Marrom (Sem Barreira),Коричневый железная крышка люка (Без Баррикады),Kahverengi Demir Kapak (Barikat Yok),棕色铁闸门 (无障碍),棕色鐵艙蓋 (無障礙)
JC_ironHatchGreen_NoBarricade,blocks,block,,,Green Iron Hatch (No Barricade),,Grüne Eisenklappe (Ohne Barrikade),Escotilla de hierro Verde (Sin Barricada),Trappe en fer Verthe (Sans Barrière),Botola di ferro Verde (Senza Barriera),鉄製ハッチ（緑） (バリケードなし),초록색 철제 해치 (방어막 없음),Żelazny właz – Zielony (Bez Wzmocnienia),Alçapão de ferro Verde (Sem Barreira),Зелёный железная крышка люка (Без Баррикады),Yeşil Demir Kapak (Barikat Yok),绿色铁闸门 (无障碍),綠色鐵艙蓋 (無障礙)
JC_ironHatchGrey_NoBarricade,blocks,block,,,Gray Iron Hatch (No Barricade),,Graue Eisenklappe (Ohne Barrikade),Escotilla de hierro Gris (Sin Barricada),Trappe en fer Grishe (Sans Barrière),Botola di ferro Grigio (Senza Barriera),鉄製ハッチ（灰色） (バリケードなし),회색 철제 해치 (방어막 없음),Żelazny właz – Szary (Bez Wzmocnienia),Alçapão de ferro Cinza (Sem Barreira),Серый железная крышка люка (Без Баррикады),Gri Demir Kapak (Barikat Yok),灰色铁闸门 (无障碍),灰色鐵艙蓋 (無障礙)
JC_ironHatchOrange_NoBarricade,blocks,block,,,Orange Iron Hatch (No Barricade),,Orangee Eisenklappe (Ohne Barrikade),Escotilla de hierro Naranja (Sin Barricada),Trappe en fer Orangehe (Sans Barrière),Botola di ferro Arancione (Senza Barriera),鉄製ハッチ（オレンジ） (バリケードなし),오렌지색 철제 해치 (방어막 없음),Żelazny właz – Pomarańczowy (Bez Wzmocnienia),Alçapão de ferro Laranja (Sem Barreira),Оранжевый железная крышка люка (Без Баррикады),Turuncu Demir Kapak (Barikat Yok),橙色铁闸门 (无障碍),橙色鐵艙蓋 (無障礙)
JC_ironHatchPink_NoBarricade,blocks,block,,,Pink Iron Hatch (No Barricade),,Rosae Eisenklappe (Ohne Barrikade),Escotilla de hierro Rosa (Sin Barricada),Trappe en fer Rosehe (Sans Barrière),Botola di ferro Rosa (Senza Barriera),鉄製ハッチ（ピンク） (バリケードなし),분홍색 철제 해치 (방어막 없음),Żelazny właz – Różowy (Bez Wzmocnienia),Alçapão de ferro Rosa (Sem Barreira),Розовый железная крышка люка (Без Баррикады),Pembe Demir Kapak (Barikat Yok),粉色铁闸门 (无障碍),粉紅色鐵艙蓋 (無障礙)
JC_ironHatchPurple_NoBarricade,blocks,block,,,Purple Iron Hatch (No Barricade),,Lilae Eisenklappe (Ohne Barrikade),Escotilla de hierro Púrpura (Sin Barricada),Trappe en fer Violethe (Sans Barrière),Botola di ferro Viola (Senza Barriera),鉄製ハッチ（紫） (バリケードなし),보라색 철제 해치 (방어막 없음),Żelazny właz – Fioletowy (Bez Wzmocnienia),Alçapão de ferro Roxo (Sem Barreira),Фиолетовый железная крышка люка (Без Баррикады),Mor Demir Kapak (Barikat Yok),紫色铁闸门 (无障碍),紫色鐵艙蓋 (無障礙)
JC_ironHatchRed_NoBarricade,blocks,block,,,Red Iron Hatch (No Barricade),,Rote Eisenklappe (Ohne Barrikade),Escotilla de hierro Rojo (Sin Barricada),Trappe en fer Rougehe (Sans Barrière),Botola di ferro Rosso (Senza Barriera),鉄製ハッチ（赤） (バリケードなし),빨간색 철제 해치 (방어막 없음),Żelazny właz – Czerwony (Bez Wzmocnienia),Alçapão de ferro Vermelho (Sem Barreira),Красный железная крышка люка (Без Баррикады),Kırmızı Demir Kapak (Barikat Yok),红色铁闸门 (无障碍),紅色鐵艙蓋 (無障礙)
JC_ironHatchWhite_NoBarricade,blocks,block,,,White Iron Hatch (No Barricade),,Weiße Eisenklappe (Ohne Barrikade),Escotilla de hierro Blanco (Sin Barricada),Trappe en fer Blanche (Sans Barrière),Botola di ferro Bianco (Senza Barriera),鉄製ハッチ（白） (バリケードなし),흰색 철제 해치 (방어막 없음),Żelazny właz – Biały (Bez Wzmocnienia),Alçapão de ferro Branco (Sem Barreira),Белый железная крышка люка (Без Баррикады),Beyaz Demir Kapak (Barikat Yok),白色铁闸门 (无障碍),白色鐵艙蓋 (無障礙)
JC_ironHatchYellow_NoBarricade,blocks,block,,,Yellow Iron Hatch (No Barricade),,Gelbe Eisenklappe (Ohne Barrikade),Escotilla de hierro Amarillo (Sin Barricada),Trappe en fer Jaunehe (Sans Barrière),Botola di ferro Giallo (Senza Barriera),鉄製ハッチ（黄色） (バリケードなし),노란색 철제 해치 (방어막 없음),Żelazny właz – Żółty (Bez Wzmocnienia),Alçapão de ferro Amarelo (Sem Barreira),Жёлтый железная крышка люка (Без Баррикады),Sarı Demir Kapak (Barikat Yok),黄色铁闸门 (无障碍),黃色鐵艙蓋 (無障礙)
JC_ironHatch_NoBarricadeBlockVariantHelper,blocks,block,,,Iron Hatch (No Barricade),,Weiße Eisenklappe (Ohne Barrikade),Escotilla de hierro blanca (Sin Barricada),Trappe en fer blanche (Sans Barrière),Botola di ferro bianca (Senza Barriera),鉄製ハッチ（白） (バリケードなし),흰색 철제 해치 (방어막 없음),Żelazny właz – biały (Bez Wzmocnienia),Alçapão de ferro branco (Sem Barreira),Белая железная крышка люка (Без Баррикады),Beyaz Demir Kapak (Barikat Yok),白色铁闸门 (无障碍),白色鐵艙蓋 (無障礙)
JC_jailDoor_BlockVariantHelper,blocks,block,,,Jail Door,,Weiße Gefängnistür,Puerta de prisión blanca,Porte de prison blanche,Porta della prigione bianca,牢獄扉（白）,흰색 감옥 문,Drzwi do więzienia – białe,Porta de cela branca,Белая дверь камеры,Beyaz Hapishane Kapısı,白色监狱门,白色監獄門
JC_oldWoodDoorDouble_NoBarricade,blocks,block,,,Wood Double Door (No Barricade),,Holzdoppeltür (Ohne Barrikade),Puerta de madera doble (Sin Barricada),Double porte en bois (Sans Barrière),Porta di legno doppia (Senza Barriera),木製ドア（ダブル） (バリケードなし),목재 더블 문 (방어막 없음),Drewniane drzwi – podwójne (Bez Wzmocnienia),Porta dupla de madeira (Sem Barreira),Двойная деревянная дверь (Без Баррикады),Çift Kanatlı Tahta Kapı (Barikat Yok),双开木门 (无障碍),雙木門 (無障礙)
JC_oldWoodDoor_NoBarricade,blocks,block,,,Wood Door (No Barricade),,Holztür (Ohne Barrikade),Puerta de madera (Sin Barricada),Porte en bois (Sans Barrière),Porta di legno (Senza Barriera),木製ドア (バリケードなし),목재 문 (방어막 없음),Drewniane drzwi (Bez Wzmocnienia),Porta de madeira (Sem Barreira),Деревянная дверь (Без Баррикады),Tahta Kapı (Barikat Yok),木门 (无障碍),木門 (無障礙)
JC_pantryDoor_BlockVariantHelper,blocks,block,,,Pantry Door,,Weiße Speisekammertür,Puerta de despensa blanca,Porte de garde-manger blanche,Porta della dispensa bianca,パントリードア（白）,흰색 팬트리 문,Drzwi spiżarni – białe,Porta de despensa branca,Белая дверь кладовки,Beyaz Büfe Kapağı,白色储藏室门,白色儲藏室門
JC_rollUpGate3x3_BlockVariantHelper,blocks,block,,,Roll Up Security Gate,,Garagenrolltor,Puerta de seguridad enrollable,Barrière de sécurité roulante,Cancello di sicurezza avvolgibile,シャッター防犯ゲート,롤업 보안 게이트,Bramka bezpieczeństwa – roleta,Portão de segurança de rolo de,Ворота-рольставни,Kepenkli Güvenlik Kapısı,安保卷闸门,防盜捲門
JC_shuttersIron01_NoBarricade,blocks,block,,,Iron Shutters Inside (No Barricade),,Eisen-Fensterläden – innen (Ohne Barrikade),Interior de postigos de hierro (Sin Barricada),"Volets en fer, intérieur (Sans Barrière)",Persiane di ferro interne (Senza Barriera),鉄製雨戸（内側） (バリケードなし),철제 셔터 내부 (방어막 없음),"Żelazo – okiennice, wnętrze (Bez Wzmocnienia)",Persianas de ferro internas (Sem Barreira),Железные ставни внутри (Без Баррикады),Demir Panjur İç (Barikat Yok),铁百叶窗 内侧 (无障碍),鐵百葉窗內部 (無障礙)
JC_shuttersIron02_NoBarricade,blocks,block,,,Iron Shutters Outside (No Barricade),,Eisen-Fensterläden – außen (Ohne Barrikade),Exterior de postigos de hierro (Sin Barricada),"Volets en fer, extérieur (Sans Barrière)",Persiane di ferro esterne (Senza Barriera),鉄製雨戸（外側） (バリケードなし),철제 셔터 외부 (방어막 없음),"Żelazo – okiennice, zewnętrze (Bez Wzmocnienia)",Persianas de ferro externas (Sem Barreira),Железные ставни снаружи (Без Баррикады),Demir Panjur Dış (Barikat Yok),铁百叶窗 外侧 (无障碍),鐵百葉窗外部 (無障礙)
JC_shuttersIron_NoBarricadeBlockVariantHelper,blocks,block,,,Iron Shutters (No Barricade),,Eisen-Fensterläden – innen (Ohne Barrikade),Interior de postigos de hierro (Sin Barricada),"Volets en fer, intérieur (Sans Barrière)",Persiane di ferro interne (Senza Barriera),鉄製雨戸（内側） (バリケードなし),철제 셔터 내부 (방어막 없음),"Żelazo – okiennice, wnętrze (Bez Wzmocnienia)",Persianas de ferro internas (Sem Barreira),Железные ставни внутри (Без Баррикады),Demir Panjur İç (Barikat Yok),铁百叶窗 内侧 (无障碍),鐵百葉窗內部 (無障礙)
JC_shuttersSteel01_NoBarricade,blocks,block,,,Steel Shutters Inside (No Barricade),,Stahl-Fensterläden – innen (Ohne Barrikade),Interior de postigos de acero (Sin Barricada),"Volets en acier, intérieur (Sans Barrière)",Persiane d'acciaio interne (Senza Barriera),鉄鋼製雨戸（内側） (バリケードなし),강철 셔터 내부 (방어막 없음),"Stal – okiennice, wnętrze (Bez Wzmocnienia)",Persianas de aço internas (Sem Barreira),Стальные ставни внутри (Без Баррикады),Çelik Panjur İç (Barikat Yok),钢百叶窗 内侧 (无障碍),鋼百葉窗內部 (無障礙)
JC_shuttersSteel02_NoBarricade,blocks,block,,,Steel Shutters Outside (No Barricade),,Stahl-Fensterläden – außen (Ohne Barrikade),Exterior de postigos de acero (Sin Barricada),"Volets en acier, extérieur (Sans Barrière)",Persiane d'acciaio esterne (Senza Barriera),鉄鋼製雨戸（外側） (バリケードなし),강철 셔터 외부 (방어막 없음),"Stal – okiennice, zewnętrze (Bez Wzmocnienia)",Persianas de aço externas (Sem Barreira),Стальные ставни снаружи (Без Баррикады),Çelik Panjur Dış (Barikat Yok),铁百叶窗 外侧 (无障碍),鋼百葉窗外部 (無障礙)
JC_shuttersSteel_NoBarricadeBlockVariantHelper,blocks,block,,,Steel Shutters (No Barricade),,Stahl-Fensterläden – innen (Ohne Barrikade),Interior de postigos de acero (Sin Barricada),"Volets en acier, intérieur (Sans Barrière)",Persiane d'acciaio interne (Senza Barriera),鉄鋼製雨戸（内側） (バリケードなし),강철 셔터 내부 (방어막 없음),"Stal – okiennice, wnętrze (Bez Wzmocnienia)",Persianas de aço internas (Sem Barreira),Стальные ставни внутри (Без Баррикады),Çelik Panjur İç (Barikat Yok),钢百叶窗 内侧 (无障碍),鋼百葉窗內部 (無障礙)
JC_shuttersWood01_NoBarricade,blocks,block,,,Wood Shutters Inside (No Barricade),,Holz-Fensterläden – innen (Ohne Barrikade),Interior de postigos de madera (Sin Barricada),"Volets en bois, intérieur (Sans Barrière)",Persiane di legno interne (Senza Barriera),木製雨戸（内側） (バリケードなし),목재 셔터 내부 (방어막 없음),"Drewno – okiennice, wnętrze (Bez Wzmocnienia)",Persianas de madeira internas (Sem Barreira),Деревянные ставни внутри (Без Баррикады),Tahta Panjur İç (Barikat Yok),木百叶窗 内侧 (无障碍),木百葉窗內部 (無障礙)
